Transaction_ID,Customer_ID,Transaction_Date,Age,Gender,City,Account_Type,Transaction_Type,Payment_Method,Amount,Balance
TXN001157,1281,2024-03-25 09:30:52.385238,64,Male,Hyderabad,Savings,Deposit,Debit Card,22367.94,91327.8
TXN001158,1195,2024-03-25 11:16:00.216021,19,Male,Hyderabad,Savings,Deposit,UPI,82605.37,126879.79
TXN001159,1864,2024-03-25 13:01:08.046804,49,Male,Chennai,Savings,Withdrawal,UPI,92733.64,221274.29
TXN001160,1195,2024-03-25 14:46:15.877587,35,Male,Chennai,Savings,Withdrawal,Debit Card,42757.54,334411.4
TXN001161,1667,2024-03-25 16:31:23.708370,30,Male,Delhi,Savings,Withdrawal,ATM,96202.05,82087.16
TXN001162,1093,2024-03-25 18:16:31.539153,63,Male,Delhi,Savings,Withdrawal,UPI,20294.55,144235.15
TXN001163,1672,2024-03-25 20:01:39.369936,22,Female,Mumbai,Savings,Transfer,UPI,95288.11,107446.39
TXN001164,1946,2024-03-25 21:46:47.200720,59,Male,Delhi,Savings,Deposit,UPI,90290.53,432023.78
TXN001165,1061,2024-03-25 23:31:55.031503,61,Female,Pune,Savings,Transfer,UPI,6707.97,325763.21
TXN001166,1634,2024-03-26 01:17:02.862286,27,Male,Mumbai,Savings,Deposit,ATM,52181.03,236905.39
TXN001167,1051,2024-03-26 03:02:10.693069,60,Female,Hyderabad,Savings,Withdrawal,ATM,52931.02,473736.81
TXN001168,1403,2024-03-26 04:47:18.523852,42,Male,Delhi,Savings,Withdrawal,ATM,5791.65,369234.02
TXN001169,1789,2024-03-26 06:32:26.354635,51,Female,Pune,Current,Transfer,UPI,4049.16,466451.93
TXN001170,1005,2024-03-26 08:17:34.185418,54,Male,Delhi,Savings,Withdrawal,Net Banking,609.17,300808.52
TXN001171,1466,2024-03-26 10:02:42.016201,47,Male,Delhi,Current,Transfer,ATM,52498.43,73338.17
TXN001172,1604,2024-03-26 11:47:49.846984,24,Male,Mumbai,Savings,Transfer,UPI,46435.18,339336.42
TXN001173,1682,2024-03-26 13:32:57.677767,23,Male,Mumbai,Savings,Deposit,UPI,94051.97,104738.12
TXN001174,1829,2024-03-26 15:18:05.508550,20,Female,Bangalore,Savings,Transfer,ATM,34296.4,176254.45
TXN001175,1534,2024-03-26 17:03:13.339333,30,Male,Mumbai,Savings,Transfer,ATM,65856.92,257260.88
TXN001176,1405,2024-03-26 18:48:21.170117,20,Male,Mumbai,Savings,Withdrawal,ATM,855.59,82896.16
TXN001177,1838,2024-03-26 20:33:29.000900,43,Female,Chennai,Savings,Withdrawal,Net Banking,66387.49,15286.78
TXN001178,1513,2024-03-26 22:18:36.831683,41,Male,Delhi,Savings,Transfer,Debit Card,91354.66,166907.54
TXN001179,1645,2024-03-27 00:03:44.662466,70,Female,Mumbai,Current,Transfer,Net Banking,35541.32,413036.31
TXN001180,1233,2024-03-27 01:48:52.493249,23,Female,Delhi,Current,Deposit,UPI,31474.3,12613.08
TXN001181,1524,2024-03-27 03:34:00.324032,60,Male,Delhi,Savings,Transfer,UPI,62640.38,59169.8
TXN001182,1346,2024-03-27 05:19:08.154815,66,Male,Chennai,Savings,Transfer,UPI,32922.35,404393.15
TXN001183,1046,2024-03-27 07:04:15.985598,59,Female,Delhi,Savings,Deposit,Debit Card,40301.6,156396.59
TXN001184,1546,2024-03-27 08:49:23.816381,29,Male,Pune,Savings,Withdrawal,UPI,27384.34,469415.69
TXN001185,1945,2024-03-27 10:34:31.647164,66,Female,Mumbai,Savings,Deposit,Debit Card,34554.43,193220.85
TXN001186,1078,2024-03-27 12:19:39.477947,53,Male,Delhi,Savings,Deposit,UPI,67973.12,399368.44
TXN001187,1730,2024-03-27 14:04:47.308730,19,Male,Bangalore,Current,Withdrawal,UPI,92245.28,133100.97
TXN001188,1813,2024-03-27 15:49:55.139513,28,Female,Bangalore,Savings,Transfer,UPI,58353.24,35606.46
TXN001189,1923,2024-03-27 17:35:02.970297,56,Male,Chennai,Savings,Deposit,UPI,1102.34,441369.47
TXN001190,1073,2024-03-27 19:20:10.801080,51,Male,Pune,Current,Transfer,UPI,26462.87,464011.76
TXN001191,1794,2024-03-27 21:05:18.631863,43,Male,Mumbai,Savings,Withdrawal,UPI,95228.63,355509.33
TXN001192,1249,2024-03-27 22:50:26.462646,35,Female,Chennai,Savings,Transfer,UPI,91041.14,386183.57
TXN001193,1047,2024-03-28 00:35:34.293429,38,Male,Bangalore,Current,Transfer,Debit Card,11653.16,8528.17
TXN001194,1121,2024-03-28 02:20:42.124212,53,Female,Pune,Savings,Transfer,UPI,90850.86,378142.64
TXN001195,1214,2024-03-28 04:05:49.954995,57,Male,Mumbai,Savings,Transfer,UPI,96456.45,238737.21
TXN001196,1239,2024-03-28 05:50:57.785778,69,Female,Delhi,Savings,Transfer,UPI,32524.73,229131.28
TXN001197,1056,2024-03-28 07:36:05.616561,63,Male,Mumbai,Savings,Deposit,Net Banking,70130.58,272334.61
TXN001198,1350,2024-03-28 09:21:13.447344,61,Male,Hyderabad,Current,Deposit,ATM,56042.24,139249.06
TXN001199,1107,2024-03-28 11:06:21.278127,39,Female,Mumbai,Savings,Deposit,Net Banking,33771.26,349662.83
TXN001200,1831,2024-03-28 12:51:29.108910,70,Male,Delhi,Savings,Withdrawal,ATM,15418.24,151316.49
TXN001201,1048,2024-03-28 14:36:36.939693,47,Female,Hyderabad,Savings,Deposit,Net Banking,36755.33,281510.29
TXN001202,1573,2024-03-28 16:21:44.770477,67,Male,Pune,Current,Deposit,UPI,92786.88,72778.98
TXN001203,1337,2024-03-28 18:06:52.601260,60,Female,Chennai,Savings,Transfer,UPI,81143.71,339162.44
TXN001204,1026,2024-03-28 19:52:00.432043,47,Male,Pune,Savings,Withdrawal,Debit Card,33134.39,98858.32
TXN001205,1804,2024-03-28 21:37:08.262826,25,Female,Mumbai,Current,Transfer,Net Banking,54812.77,89354.92
TXN001206,1257,2024-03-28 23:22:16.093609,51,Male,Chennai,Current,Deposit,Debit Card,40655.57,17020.17
TXN001207,1008,2024-03-29 01:07:23.924392,64,Female,Mumbai,Savings,Withdrawal,ATM,46677.16,65283.96
TXN001208,1625,2024-03-29 02:52:31.755175,26,Female,Bangalore,Savings,Deposit,UPI,76144.95,120122.27
TXN001209,1867,2024-03-29 04:37:39.585958,68,Male,Bangalore,Savings,Deposit,UPI,54346.32,115043.13
TXN001210,1253,2024-03-29 06:22:47.416741,37,Female,Delhi,Savings,Deposit,UPI,18186.34,167197.36
TXN001211,1692,2024-03-29 08:07:55.247524,57,Female,Pune,Savings,Withdrawal,UPI,26976.66,31936.13
TXN001212,1719,2024-03-29 09:53:03.078307,42,Male,Bangalore,Savings,Deposit,UPI,56822.61,467923.02
TXN001213,1303,2024-03-29 11:38:10.909090,36,Male,Hyderabad,Savings,Withdrawal,UPI,69312.67,63992.06
TXN001214,1639,2024-03-29 13:23:18.739873,22,Male,Hyderabad,Savings,Withdrawal,Debit Card,50861.23,352472.12
TXN001215,1056,2024-03-29 15:08:26.570657,28,Male,Mumbai,Current,Deposit,UPI,62059.03,269861.22
TXN001216,1726,2024-03-29 16:53:34.401440,32,Male,Chennai,Savings,Withdrawal,UPI,78958.76,278630.46
TXN001217,1526,2024-03-29 18:38:42.232223,25,Male,Hyderabad,Savings,Withdrawal,UPI,54584.65,57230.83
TXN001218,1474,2024-03-29 20:23:50.063006,36,Female,Mumbai,Current,Transfer,UPI,97721.43,125391.4
TXN001219,1028,2024-03-29 22:08:57.893789,40,Female,Chennai,Savings,Withdrawal,UPI,23633.31,391041.24
TXN001220,1983,2024-03-29 23:54:05.724572,44,Female,Bangalore,Savings,Transfer,UPI,91976.86,234524.8
TXN001221,1078,2024-03-30 01:39:13.555355,57,Male,Mumbai,Savings,Transfer,Net Banking,24841.21,231248.57
TXN001222,1216,2024-03-30 03:24:21.386138,49,Male,Chennai,Savings,Withdrawal,UPI,53211.29,275226.34
TXN001223,1386,2024-03-30 05:09:29.216921,43,Female,Delhi,Savings,Withdrawal,UPI,45645.09,219733.91
TXN001224,1365,2024-03-30 06:54:37.047704,44,Female,Pune,Savings,Deposit,ATM,37351.04,404037.29
TXN001225,1666,2024-03-30 08:39:44.878487,36,Male,Pune,Savings,Withdrawal,UPI,96277.19,375609.07
TXN001226,1526,2024-03-30 10:24:52.709270,67,Female,Delhi,Savings,Withdrawal,UPI,27302.93,161917.09
TXN001227,1699,2024-03-30 12:10:00.540054,59,Male,Hyderabad,Savings,Transfer,UPI,67519.42,406980.15
TXN001228,1312,2024-03-30 13:55:08.370837,46,Male,Pune,Savings,Withdrawal,UPI,80426.45,261710.18
TXN001229,1883,2024-03-30 15:40:16.201620,56,Female,Chennai,Savings,Transfer,Debit Card,19780.98,315729.73
TXN001230,1007,2024-03-30 17:25:24.032403,58,Male,Delhi,Savings,Transfer,Debit Card,97317.98,433757.04
TXN001231,1003,2024-03-30 19:10:31.863186,50,Male,Hyderabad,Current,Transfer,UPI,54709.38,240616.66
TXN001232,1623,2024-03-30 20:55:39.693969,36,Male,Mumbai,Savings,Deposit,Debit Card,91457.62,379348.88
TXN001233,1919,2024-03-30 22:40:47.524752,54,Male,Mumbai,Savings,Deposit,UPI,66421.72,315903.24
TXN001234,1750,2024-03-31 00:25:55.355535,36,Female,Chennai,Savings,Transfer,UPI,64977.74,216238.75
TXN001235,1363,2024-03-31 02:11:03.186318,50,Male,Chennai,Savings,Transfer,UPI,34624.05,395578.94
TXN001236,1751,2024-03-31 03:56:11.017101,64,Male,Chennai,Savings,Deposit,ATM,77081.96,57053.76
TXN001237,1508,2024-03-31 05:41:18.847884,33,Female,Pune,Savings,Transfer,UPI,3075.65,292704.01
TXN001238,1274,2024-03-31 07:26:26.678667,40,Male,Chennai,Savings,Withdrawal,Debit Card,55626.47,27973.32
TXN001239,1506,2024-03-31 09:11:34.509450,24,Male,Delhi,Savings,Deposit,Debit Card,3310.69,82303.72
TXN001240,1806,2024-03-31 10:56:42.340234,43,Female,Delhi,Savings,Withdrawal,Net Banking,30756.5,301442.45
TXN001241,1739,2024-03-31 12:41:50.171017,49,Female,Hyderabad,Savings,Transfer,UPI,9719.95,157265.31
TXN001242,1883,2024-03-31 14:26:58.001800,29,Male,Delhi,Savings,Withdrawal,UPI,91167.94,134925.12
TXN001243,1015,2024-03-31 16:12:05.832583,25,Male,Pune,Savings,Transfer,UPI,62863.21,478140.15
TXN001244,1192,2024-03-31 17:57:13.663366,22,Female,Mumbai,Current,Deposit,Net Banking,66884.21,186123.28
TXN001245,1985,2024-03-31 19:42:21.494149,59,Male,Hyderabad,Savings,Withdrawal,Debit Card,85127.73,284547.03
TXN001246,1631,2024-03-31 21:27:29.324932,45,Male,Delhi,Current,Transfer,Debit Card,73329.94,269453.14
TXN001247,1485,2024-03-31 23:12:37.155715,70,Male,Chennai,Savings,Withdrawal,ATM,12507.14,35699.12
TXN001248,1028,2024-04-01 00:57:44.986498,22,Female,Delhi,Savings,Deposit,ATM,61792.08,338766.49
TXN001249,1714,2024-04-01 02:42:52.817281,66,Male,Bangalore,Savings,Withdrawal,UPI,97819.26,258886.15
TXN001250,1039,2024-04-01 04:28:00.648064,43,Female,Hyderabad,Savings,Transfer,Debit Card,21490.18,193801.47
TXN001251,1953,2024-04-01 06:13:08.478847,22,Female,Pune,Savings,Deposit,Debit Card,62009.42,37678.32
TXN001252,1273,2024-04-01 07:58:16.309630,39,Female,Delhi,Savings,Withdrawal,UPI,56405.07,150041.92
TXN001253,1231,2024-04-01 09:43:24.140414,32,Female,Delhi,Savings,Deposit,UPI,39225.44,442627.21
TXN001254,1086,2024-04-01 11:28:31.971197,30,Male,Pune,Savings,Withdrawal,Debit Card,95468.07,90987.13
TXN001255,1474,2024-04-01 13:13:39.801980,45,Female,Mumbai,Savings,Withdrawal,UPI,35704.4,113570.15
TXN001256,1126,2024-04-01 14:58:47.632763,50,Male,Chennai,Current,Transfer,Net Banking,9458.68,106620.55
TXN001257,1812,2024-04-01 16:43:55.463546,60,Female,Chennai,Savings,Withdrawal,UPI,96258.04,445948.39
TXN001258,1537,2024-04-01 18:29:03.294329,40,Female,Mumbai,Savings,Withdrawal,UPI,72949.1,351497.76
TXN001259,1145,2024-04-01 20:14:11.125112,50,Male,Mumbai,Savings,Transfer,Debit Card,34310.74,441512.32
TXN001260,1525,2024-04-01 21:59:18.955895,60,Female,Bangalore,Current,Deposit,ATM,28123.11,457304.52
TXN001261,1212,2024-04-01 23:44:26.786678,35,Female,Pune,Savings,Withdrawal,UPI,92809.86,464343.93
TXN001262,1025,2024-04-02 01:29:34.617461,67,Male,Hyderabad,Savings,Transfer,Net Banking,27427.64,245429.23
TXN001263,1580,2024-04-02 03:14:42.448244,70,Female,Chennai,Current,Deposit,Net Banking,53762.05,240730.81
TXN001264,1394,2024-04-02 04:59:50.279027,47,Female,Mumbai,Savings,Deposit,ATM,21574.01,415316.81
TXN001265,1067,2024-04-02 06:44:58.109810,43,Female,Mumbai,Savings,Withdrawal,ATM,99521.94,169303.7
TXN001266,1233,2024-04-02 08:30:05.940594,33,Male,Pune,Savings,Withdrawal,ATM,76973.91,15994.51
TXN001267,1109,2024-04-02 10:15:13.771377,30,Female,Hyderabad,Savings,Deposit,ATM,56806.73,169116.12
TXN001268,1146,2024-04-02 12:00:21.602160,56,Male,Mumbai,Savings,Transfer,Net Banking,74608.06,359593.41
TXN001269,1111,2024-04-02 13:45:29.432943,50,Male,Bangalore,Savings,Withdrawal,UPI,91645.16,66188.96
TXN001270,1228,2024-04-02 15:30:37.263726,43,Male,Hyderabad,Current,Transfer,UPI,96316.11,393466.52
TXN001271,1111,2024-04-02 17:15:45.094509,65,Female,Bangalore,Current,Deposit,Net Banking,78623.29,408659.79
TXN001272,1470,2024-04-02 19:00:52.925292,18,Female,Delhi,Savings,Transfer,UPI,84921.69,54951.62
TXN001273,1034,2024-04-02 20:46:00.756075,66,Female,Chennai,Current,Transfer,Debit Card,39839.61,53430.45
TXN001274,1623,2024-04-02 22:31:08.586858,55,Female,Mumbai,Savings,Transfer,UPI,39243.12,103412.01
TXN001275,1776,2024-04-03 00:16:16.417641,19,Male,Hyderabad,Savings,Withdrawal,Net Banking,80848.84,181412.75
TXN001276,1936,2024-04-03 02:01:24.248424,66,Male,Bangalore,Savings,Withdrawal,Debit Card,75986.55,268703.12
TXN001277,1369,2024-04-03 03:46:32.079207,23,Female,Chennai,Savings,Withdrawal,Net Banking,90108.07,245343.29
TXN001278,1748,2024-04-03 05:31:39.909990,63,Female,Chennai,Savings,Transfer,Net Banking,13387.67,427318.4
TXN001279,1595,2024-04-03 07:16:47.740774,67,Male,Mumbai,Savings,Transfer,UPI,69112.23,75404.83
TXN001280,1554,2024-04-03 09:01:55.571557,55,Female,Chennai,Savings,Deposit,UPI,64800.06,350298.5
TXN001281,1425,2024-04-03 10:47:03.402340,59,Female,Mumbai,Savings,Transfer,ATM,79872.13,276698.86
TXN001282,1613,2024-04-03 12:32:11.233123,41,Female,Delhi,Current,Transfer,Debit Card,2552.78,369728.29
TXN001283,1518,2024-04-03 14:17:19.063906,35,Female,Mumbai,Savings,Withdrawal,UPI,82642.62,174263.48
TXN001284,1692,2024-04-03 16:02:26.894689,44,Female,Pune,Savings,Deposit,Net Banking,32710.02,238332.92
TXN001285,1282,2024-04-03 17:47:34.725472,58,Female,Bangalore,Savings,Transfer,UPI,68743.5,19153.53
TXN001286,1320,2024-04-03 19:32:42.556255,25,Male,Pune,Savings,Withdrawal,Net Banking,61694.3,62472.42
TXN001287,1738,2024-04-03 21:17:50.387038,45,Male,Chennai,Savings,Transfer,ATM,44075.81,190622.83
TXN001288,1443,2024-04-03 23:02:58.217821,27,Male,Chennai,Savings,Transfer,ATM,74628.15,243221.1
TXN001289,1952,2024-04-04 00:48:06.048604,34,Male,Chennai,Current,Deposit,UPI,96125.77,47444.71
TXN001290,1315,2024-04-04 02:33:13.879387,46,Female,Mumbai,Savings,Withdrawal,UPI,32415.15,413369.18
TXN001291,1877,2024-04-04 04:18:21.710171,23,Female,Hyderabad,Savings,Withdrawal,UPI,74868.74,473295.92
TXN001292,1966,2024-04-04 06:03:29.540954,31,Male,Mumbai,Savings,Transfer,UPI,31522.25,300216.75
TXN001293,1741,2024-04-04 07:48:37.371737,39,Male,Bangalore,Savings,Deposit,ATM,84580.75,31433.95
TXN001294,1377,2024-04-04 09:33:45.202520,23,Male,Mumbai,Current,Deposit,Debit Card,43783.59,370718.98
TXN001295,1289,2024-04-04 11:18:53.033303,43,Male,Chennai,Savings,Transfer,UPI,44981.65,112496.04
TXN001296,1437,2024-04-04 13:04:00.864086,56,Male,Delhi,Savings,Deposit,UPI,77210.87,368157.59
TXN001297,1662,2024-04-04 14:49:08.694869,29,Female,Bangalore,Savings,Withdrawal,Net Banking,49667.35,220001.28
TXN001298,1277,2024-04-04 16:34:16.525652,52,Female,Pune,Savings,Deposit,Debit Card,26737.8,31446.19
TXN001299,1710,2024-04-04 18:19:24.356435,31,Male,Delhi,Savings,Withdrawal,UPI,99554.14,142980.72
TXN001300,1582,2024-04-04 20:04:32.187218,39,Male,Bangalore,Savings,Withdrawal,Debit Card,62060.52,216379.83
TXN001301,1503,2024-04-04 21:49:40.018001,68,Female,Bangalore,Savings,Withdrawal,Net Banking,64550.44,369443.92
TXN001302,1624,2024-04-04 23:34:47.848784,40,Female,Chennai,Savings,Transfer,Net Banking,64693.53,70869.29
TXN001303,1516,2024-04-05 01:19:55.679567,65,Female,Pune,Savings,Deposit,Debit Card,88347.57,147065.83
TXN001304,1350,2024-04-05 03:05:03.510351,24,Male,Mumbai,Savings,Withdrawal,ATM,18468.81,46350.95
TXN001305,1843,2024-04-05 04:50:11.341134,57,Female,Pune,Current,Withdrawal,UPI,6009.24,309824.46
TXN001306,1446,2024-04-05 06:35:19.171917,67,Male,Chennai,Savings,Withdrawal,Debit Card,38731.38,239764.39
TXN001307,1830,2024-04-05 08:20:27.002700,42,Male,Chennai,Current,Withdrawal,Debit Card,56534.03,464857.45
TXN001308,1350,2024-04-05 10:05:34.833483,30,Female,Chennai,Savings,Deposit,UPI,28642.39,371573.74
TXN001309,1607,2024-04-05 11:50:42.664266,38,Female,Delhi,Savings,Transfer,UPI,68951.78,390054.24
TXN001310,1664,2024-04-05 13:35:50.495049,58,Female,Pune,Savings,Withdrawal,UPI,7484.21,86374.32
TXN001311,1823,2024-04-05 15:20:58.325832,27,Male,Pune,Savings,Deposit,ATM,79091.88,136978.15
TXN001312,1137,2024-04-05 17:06:06.156615,70,Female,Bangalore,Savings,Withdrawal,UPI,71836.79,259004.07
TXN001313,1759,2024-04-05 18:51:13.987398,26,Female,Hyderabad,Savings,Deposit,ATM,21473.08,11674.83
TXN001314,1899,2024-04-05 20:36:21.818181,32,Male,Mumbai,Current,Deposit,Net Banking,29915.58,435713.43
TXN001315,1243,2024-04-05 22:21:29.648964,69,Female,Chennai,Savings,Deposit,UPI,80719.5,389981.49
TXN001316,1543,2024-04-06 00:06:37.479747,19,Female,Pune,Savings,Deposit,Net Banking,77356.45,33680.14
TXN001317,1040,2024-04-06 01:51:45.310531,42,Male,Pune,Current,Deposit,ATM,81395.24,425271.79
TXN001318,1229,2024-04-06 03:36:53.141314,30,Male,Bangalore,Savings,Withdrawal,UPI,32292.06,7221.62
TXN001319,1548,2024-04-06 05:22:00.972097,51,Male,Mumbai,Savings,Withdrawal,UPI,96960.16,61538.56
TXN001320,1920,2024-04-06 07:07:08.802880,68,Male,Hyderabad,Savings,Withdrawal,UPI,71562.29,32405.45
TXN001321,1223,2024-04-06 08:52:16.633663,51,Male,Hyderabad,Savings,Deposit,UPI,6613.56,242184.17
TXN001322,1006,2024-04-06 10:37:24.464446,52,Female,Chennai,Savings,Transfer,Debit Card,47825.71,393104.64
TXN001323,1322,2024-04-06 12:22:32.295229,55,Female,Hyderabad,Savings,Transfer,Debit Card,66488.25,93376.89
TXN001324,1468,2024-04-06 14:07:40.126012,20,Male,Hyderabad,Savings,Transfer,Net Banking,16948.15,386885.8
TXN001325,1732,2024-04-06 15:52:47.956795,59,Female,Mumbai,Savings,Withdrawal,ATM,90186.72,96537.77
TXN001326,1075,2024-04-06 17:37:55.787578,23,Female,Mumbai,Savings,Withdrawal,UPI,75435.46,495315.49
TXN001327,1004,2024-04-06 19:23:03.618361,65,Male,Chennai,Savings,Deposit,UPI,8235.03,427469.89
TXN001328,1847,2024-04-06 21:08:11.449144,66,Male,Pune,Savings,Transfer,ATM,91328.49,369907.45
TXN001329,1646,2024-04-06 22:53:19.279927,36,Male,Bangalore,Savings,Deposit,ATM,40496.53,297885.77
TXN001330,1118,2024-04-07 00:38:27.110711,20,Female,Chennai,Current,Deposit,UPI,45301.7,125061.36
TXN001331,1881,2024-04-07 02:23:34.941494,35,Male,Delhi,Savings,Withdrawal,Net Banking,78332.51,64037.47
TXN001332,1606,2024-04-07 04:08:42.772277,56,Female,Hyderabad,Savings,Withdrawal,ATM,64435.37,232851.84
TXN001333,1504,2024-04-07 05:53:50.603060,26,Female,Bangalore,Savings,Withdrawal,Debit Card,43809.12,204316.83
TXN001334,1998,2024-04-07 07:38:58.433843,69,Female,Pune,Current,Deposit,ATM,26036.5,338868.06
TXN001335,1947,2024-04-07 09:24:06.264626,29,Female,Pune,Savings,Withdrawal,UPI,51737.88,89194.43
TXN001336,1574,2024-04-07 11:09:14.095409,22,Male,Mumbai,Current,Transfer,Debit Card,57960.06,283253.59
TXN001337,1441,2024-04-07 12:54:21.926192,20,Female,Delhi,Current,Transfer,UPI,63130.14,348208.36
TXN001338,1194,2024-04-07 14:39:29.756975,28,Male,Pune,Current,Withdrawal,ATM,60545.82,152988.3
TXN001339,1847,2024-04-07 16:24:37.587758,47,Female,Delhi,Savings,Withdrawal,UPI,61768.62,391107.06
TXN001340,1715,2024-04-07 18:09:45.418541,21,Male,Hyderabad,Savings,Deposit,UPI,47626.19,218762.22
TXN001341,1392,2024-04-07 19:54:53.249324,22,Male,Mumbai,Savings,Deposit,UPI,56232.6,85502.39
TXN001342,1026,2024-04-07 21:40:01.080108,18,Male,Bangalore,Current,Deposit,UPI,28934.95,101411.17
TXN001343,1435,2024-04-07 23:25:08.910891,44,Female,Mumbai,Current,Withdrawal,UPI,15921.65,143054.71
TXN001344,1173,2024-04-08 01:10:16.741674,45,Female,Hyderabad,Current,Withdrawal,Debit Card,60732.88,83272.5
TXN001345,1300,2024-04-08 02:55:24.572457,46,Female,Pune,Savings,Withdrawal,ATM,4795.17,283645.19
TXN001346,1645,2024-04-08 04:40:32.403240,35,Male,Delhi,Savings,Deposit,UPI,6614.18,474824.88
TXN001347,1326,2024-04-08 06:25:40.234023,29,Female,Hyderabad,Savings,Withdrawal,ATM,24806.87,448556.17
TXN001348,1410,2024-04-08 08:10:48.064806,30,Female,Pune,Savings,Deposit,Debit Card,19513.27,165258.22
TXN001349,1118,2024-04-08 09:55:55.895589,58,Female,Chennai,Savings,Transfer,UPI,37473.9,433011.31
TXN001350,1836,2024-04-08 11:41:03.726372,19,Male,Delhi,Savings,Deposit,ATM,37191.75,477241.37
TXN001351,1787,2024-04-08 13:26:11.557155,54,Female,Hyderabad,Current,Withdrawal,ATM,11773.86,150612.73
TXN001352,1724,2024-04-08 15:11:19.387938,62,Female,Bangalore,Savings,Withdrawal,Net Banking,24725.65,453116.02
TXN001353,1225,2024-04-08 16:56:27.218721,33,Male,Bangalore,Current,Deposit,ATM,556.46,498727.39
TXN001354,1532,2024-04-08 18:41:35.049504,65,Male,Pune,Current,Deposit,UPI,35161.28,399847.55
TXN001355,1113,2024-04-08 20:26:42.880288,41,Male,Pune,Savings,Withdrawal,UPI,79663.87,198160.54
TXN001356,1140,2024-04-08 22:11:50.711071,52,Male,Bangalore,Savings,Deposit,ATM,26689.38,306228.09
TXN001357,1559,2024-04-08 23:56:58.541854,39,Male,Chennai,Savings,Withdrawal,UPI,64370.48,185272.39
TXN001358,1001,2024-04-09 01:42:06.372637,53,Male,Mumbai,Savings,Transfer,Net Banking,9915.69,498000.84
TXN001359,1090,2024-04-09 03:27:14.203420,28,Female,Bangalore,Savings,Deposit,UPI,1327.24,38587.35
TXN001360,1654,2024-04-09 05:12:22.034203,63,Female,Pune,Savings,Withdrawal,UPI,49889.81,447074.76
TXN001361,1320,2024-04-09 06:57:29.864986,46,Male,Pune,Current,Transfer,UPI,46202.26,41901.33
TXN001362,1550,2024-04-09 08:42:37.695769,52,Female,Chennai,Savings,Withdrawal,Debit Card,19232.77,25887.92
TXN001363,1805,2024-04-09 10:27:45.526552,65,Male,Bangalore,Savings,Transfer,ATM,28729.84,470270.06
TXN001364,1894,2024-04-09 12:12:53.357335,32,Female,Chennai,Current,Deposit,UPI,3164.07,434304.56
TXN001365,1139,2024-04-09 13:58:01.188118,48,Male,Bangalore,Savings,Withdrawal,Net Banking,79800.21,183973.06
TXN001366,1511,2024-04-09 15:43:09.018901,59,Male,Mumbai,Savings,Withdrawal,UPI,30198.14,478978.43
TXN001367,1868,2024-04-09 17:28:16.849684,58,Female,Hyderabad,Savings,Transfer,UPI,22023.7,431619.15
TXN001368,1845,2024-04-09 19:13:24.680468,60,Female,Bangalore,Savings,Deposit,UPI,80485.3,451481.52
TXN001369,1259,2024-04-09 20:58:32.511251,33,Female,Hyderabad,Savings,Deposit,Net Banking,4023.44,299582.17
TXN001370,1673,2024-04-09 22:43:40.342034,27,Female,Bangalore,Current,Deposit,Debit Card,28524.13,479372.63
TXN001371,1902,2024-04-10 00:28:48.172817,66,Female,Mumbai,Savings,Transfer,Debit Card,26348.97,405743.19
TXN001372,1690,2024-04-10 02:13:56.003600,49,Female,Pune,Savings,Withdrawal,UPI,26370.96,470276.67
TXN001373,1010,2024-04-10 03:59:03.834383,68,Female,Hyderabad,Savings,Transfer,ATM,1248.43,144347.91
TXN001374,1261,2024-04-10 05:44:11.665166,19,Female,Chennai,Savings,Deposit,ATM,93473.7,268388.3
TXN001375,1919,2024-04-10 07:29:19.495949,41,Male,Bangalore,Current,Deposit,UPI,86428.11,434493.1
TXN001376,1650,2024-04-10 09:14:27.326732,40,Female,Pune,Current,Deposit,UPI,41507.86,291965.88
TXN001377,1172,2024-04-10 10:59:35.157515,19,Female,Bangalore,Savings,Withdrawal,Net Banking,44598.95,401543.69
TXN001378,1898,2024-04-10 12:44:42.988298,55,Male,Chennai,Current,Transfer,UPI,52463.01,486683.0
TXN001379,1013,2024-04-10 14:29:50.819081,48,Male,Mumbai,Savings,Withdrawal,ATM,47883.76,403258.6
TXN001380,1168,2024-04-10 16:14:58.649864,68,Male,Delhi,Savings,Transfer,UPI,77935.46,161103.01
TXN001381,1642,2024-04-10 18:00:06.480648,57,Male,Bangalore,Savings,Deposit,Debit Card,48893.15,63756.2
TXN001382,1596,2024-04-10 19:45:14.311431,43,Female,Chennai,Savings,Withdrawal,UPI,18963.58,140009.68
TXN001383,1321,2024-04-10 21:30:22.142214,46,Female,Delhi,Savings,Withdrawal,UPI,11785.49,333081.61
TXN001384,1319,2024-04-10 23:15:29.972997,20,Male,Bangalore,Savings,Deposit,ATM,91835.32,10417.46
TXN001385,1613,2024-04-11 01:00:37.803780,31,Male,Hyderabad,Savings,Deposit,Net Banking,4933.43,98910.77
TXN001386,1329,2024-04-11 02:45:45.634563,42,Female,Pune,Savings,Withdrawal,Net Banking,89766.3,166816.81
TXN001387,1785,2024-04-11 04:30:53.465346,65,Female,Pune,Current,Deposit,UPI,69078.87,438236.35
TXN001388,1777,2024-04-11 06:16:01.296129,18,Female,Chennai,Savings,Transfer,UPI,40530.0,30247.05
TXN001389,1971,2024-04-11 08:01:09.126912,70,Female,Hyderabad,Savings,Transfer,ATM,18799.13,29718.4
